year,issue_d_time,final_d_time,emp_length_int,home_ownership,income_category,annual_inc,income_cat,loan_amount,term,purpose,interest_payments,loan_condition_cat,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
2013,31,0,7.0,MORTGAGE,Low,60000,1,3000,36months,vacation,High,0,23.4,E,16.3,2919,1854.09,0,116.76,leinster
2013,61,214,2.0,RENT,Low,35000,1,11000,36months,debt_consolidation,Low,0,8.9,A,20.27,12226,11000.0,0,349.29,leinster
2013,61,31,8.0,RENT,Low,44000,1,8325,36months,debt_consolidation,High,0,17.76,D,18.77,7499,5300.43,0,299.97,Northern-Irl
2007,2376,2770,2.0,OWN,Low,80000,1,20000,36months,credit_card,High,1,15.01,F,3.11,8294,5191.34,667,693.45,leinster
2013,122,0,10.0,MORTGAGE,Medium,124891,2,25000,60months,debt_consolidation,High,0,16.78,C,23.9,17310,9133.21,0,618.37,ulster
2009,1583,1918,10.0,RENT,Medium,120000,2,11000,36months,other,Low,0,12.18,B,9.38,12160,11000.0,0,366.3,munster
2013,153,730,2.0,RENT,Medium,105000,2,4000,36months,debt_consolidation,High,0,17.56,D,11.98,4280,4000.0,0,143.73,cannught
2013,92,245,8.0,MORTGAGE,Low,95000,1,18000,36months,debt_consolidation,Low,0,10.99,B,23.62,2047649066,18000.0,0,589.22,cannught
2009,1795,1553,1.0,RENT,Low,42500,1,14400,36months,credit_card,High,0,15.05,D,7.0,17786,14399.99,0,499.56,Northern-Irl
2013,61,153,9.0,MORTGAGE,Low,34000,1,11575,36months,debt_consolidation,High,0,16.2,C,26.25,1407992651,11575.0,0,408.09,Northern-Irl
2013,153,0,10.0,MORTGAGE,Low,92000,1,5000,36months,debt_consolidation,High,0,19.52,D,22.24,5174,3625.57,0,184.6,cannught
2010,1127,761,0.5,RENT,Low,35000,1,6000,36months,credit_card,Low,0,9.62,B,24.96,6929,6000.0,0,192.54,leinster
2013,31,31,10.0,RENT,Low,61000,1,25000,60months,debt_consolidation,High,0,15.61,C,21.95,14466,7759.88,0,602.79,leinster
2013,31,31,10.0,RENT,Low,95000,1,15000,36months,credit_card,Low,0,10.99,B,18.81,11780,9440.84,0,491.01,ulster
2013,92,0,10.0,MORTGAGE,Low,37439,1,13000,60months,debt_consolidation,Low,0,12.99,B,21.83,7980,4828.12,0,295.73,ulster
2011,853,0,5.0,MORTGAGE,Low,68004,1,23600,60months,debt_consolidation,Low,0,11.49,B,19.94,26944,19596.91,0,518.91,cannught
2013,61,0,6.0,MORTGAGE,Low,72000,1,18000,36months,debt_consolidation,Low,0,8.9,A,14.15,14857,12508.49,0,571.56,Northern-Irl
2010,1249,1553,3.0,MORTGAGE,Medium,115000,2,20000,60months,debt_consolidation,High,0,16.45,E,12.17,23311,20000.0,0,491.16,munster
2011,792,1005,10.0,RENT,Medium,108000,2,32000,60months,debt_consolidation,High,0,22.74,G,5.44,41478,32000.0,0,897.33,cannught
2010,1218,852,1.0,RENT,Low,50000,1,12000,36months,car,Low,0,7.51,A,7.25,13435,12000.0,0,373.33,ulster
2009,1645,1795,5.0,RENT,Low,87000,1,11000,36months,debt_consolidation,Low,0,11.58,B,9.32,12545,10999.99,0,363.15,ulster
2013,153,275,1.0,RENT,Low,40000,1,15000,36months,debt_consolidation,Low,0,12.35,B,24.36,1736486554,15000.0,0,500.73,ulster
2013,61,31,5.0,MORTGAGE,Low,62803,1,25000,60months,debt_consolidation,High,0,17.76,D,16.57,15788,7843.43,0,631.58,leinster
2013,122,579,3.0,MORTGAGE,Medium,140000,2,15000,36months,debt_consolidation,Low,0,9.71,B,7.86,16000000000,15000.0,0,481.97,ulster
2013,92,0,8.0,MORTGAGE,Low,70000,1,24850,60months,credit_card,High,0,17.1,C,14.67,16089,8262.25,0,618.93,munster
2013,122,0,9.0,MORTGAGE,Low,85000,1,28000,36months,credit_card,Low,0,10.64,B,11.27,25526,20981.82,0,911.92,cannught
2011,823,671,2.0,RENT,Medium,125000,2,3000,36months,credit_card,High,0,14.65,C,18.84,368982985,3000.0,0,103.49,Northern-Irl
2009,1522,1614,2.0,MORTGAGE,Medium,110000,2,5000,36months,home_improvement,Low,1,13.22,C,15.4,3516,2530.29,140,169.01,leinster
2013,122,396,10.0,MORTGAGE,Low,75000,1,20000,60months,debt_consolidation,High,0,21.7,E,9.33,25080,20000.0,0,548.98,leinster
2013,153,0,6.05,RENT,Low,30000,1,10000,36months,debt_consolidation,High,0,16.78,C,27.08,10300,7640.94,0,355.44,cannught
2013,61,0,8.0,MORTGAGE,Medium,120000,2,28000,36months,debt_consolidation,Low,0,7.9,A,15.97,22778,19546.93,0,876.13,leinster
2013,31,0,3.0,RENT,Low,60000,1,20000,60months,debt_consolidation,High,0,19.2,D,16.04,13025,6119.88,0,521.02,cannught
2013,92,0,5.0,MORTGAGE,Low,72500,1,31000,60months,debt_consolidation,High,0,17.1,C,8.57,20843,10784.13,0,772.1,leinster
2010,1402,1005,3.0,MORTGAGE,Low,65000,1,2000,36months,small_business,Low,0,7.88,A,17.8,2252,2000.0,0,62.57,ulster
2011,915,761,5.0,RENT,Low,90000,1,20000,36months,debt_consolidation,Low,0,11.99,B,16.75,23731,20000.0,0,664.2,munster
2011,976,579,7.0,MORTGAGE,Low,66000,1,11200,36months,debt_consolidation,High,0,13.99,C,12.25,1376657672,11200.0,0,382.74,ulster
2013,153,184,4.0,RENT,Low,72000,1,25000,36months,credit_card,High,0,13.68,C,20.07,2988681315,25000.0,0,850.57,munster
2013,61,0,4.0,RENT,Medium,103000,2,20000,36months,debt_consolidation,High,0,14.3,C,12.27,17846,13563.38,0,686.48,Northern-Irl
2010,1402,2101,3.0,RENT,Low,67500,1,7500,36months,other,Low,0,9.88,B,9.16,7562,7500.0,0,241.58,munster
2011,823,457,2.0,MORTGAGE,Low,45000,1,8000,36months,home_improvement,High,0,14.65,C,21.6,9931234667,8000.0,0,275.96,cannught
2011,945,549,10.0,MORTGAGE,Low,78500,1,7200,36months,debt_consolidation,Low,0,7.49,A,16.62,8059478729,7200.0,0,223.94,Northern-Irl
2013,61,184,5.0,MORTGAGE,Low,53730,1,19050,60months,debt_consolidation,High,1,21.0,E,20.75,10307,4311.38,0,515.37,Northern-Irl
2013,31,31,5.0,MORTGAGE,Low,35000,1,10000,36months,debt_consolidation,Low,0,8.9,A,26.61,7620,6366.83,0,317.54,cannught
2011,762,1064,1.0,RENT,Low,27000,1,12875,60months,debt_consolidation,Low,0,11.71,B,13.69,14137,12875.0,0,284.52,cannught
2010,1430,1401,2.0,RENT,Low,58900,1,14900,36months,debt_consolidation,High,0,13.57,C,12.0,17851,14900.0,0,506.14,leinster
2013,61,122,10.0,MORTGAGE,Low,80000,1,5000,36months,debt_consolidation,Low,0,6.62,A,21.39,5447918479,5000.0,0,153.52,Northern-Irl
2013,31,549,10.0,OWN,Low,60000,1,12000,36months,debt_consolidation,High,0,15.61,C,10.11,13019,12000.0,0,419.58,Northern-Irl
2011,945,671,10.0,MORTGAGE,Low,31200,1,7550,36months,debt_consolidation,Low,0,9.99,B,28.19,8744277063,7550.0,0,243.59,leinster
2011,915,761,10.0,RENT,Low,61828,1,4500,36months,debt_consolidation,High,0,18.39,E,12.6,5784,4500.0,0,163.57,cannught
2013,122,0,10.0,MORTGAGE,Low,40000,1,12000,60months,credit_card,Low,0,9.71,B,25.02,7087,4882.56,0,253.26,Northern-Irl
2013,61,31,0.5,MORTGAGE,Low,95000,1,24375,36months,debt_consolidation,Low,0,8.9,A,27.44,19347,16225.93,0,773.99,cannught
2010,1341,944,10.0,MORTGAGE,Low,37785,1,6000,36months,medical,High,0,14.96,D,21.85,7480,6000.0,0,207.88,munster
2013,31,0,2.0,OWN,Low,32000,1,6000,36months,debt_consolidation,High,0,13.98,C,19.47,5124,3894.39,0,205.01,cannught
2010,1280,914,7.0,RENT,Low,69996,1,5000,36months,debt_consolidation,Low,0,10.38,B,11.64,5840,5000.0,0,162.23,Northern-Irl
2011,915,791,0.5,MORTGAGE,Low,85000,1,25000,60months,home_improvement,High,0,13.99,C,5.14,22914,18050.0,0,419.9,cannught
2013,122,31,10.0,RENT,Medium,134000,2,5000,36months,debt_consolidation,Low,0,12.35,B,12.95,4511,3571.31,0,166.91,Northern-Irl
2013,61,0,2.0,RENT,Medium,125000,2,20000,36months,debt_consolidation,Low,0,8.9,A,12.44,16508,13898.04,0,635.07,munster
2010,1218,822,10.0,MORTGAGE,Low,60000,1,12000,36months,debt_consolidation,Low,0,7.88,A,10.14,13512,12000.0,0,375.38,leinster
2010,1188,822,4.0,RENT,Low,50000,1,4800,36months,major_purchase,High,0,15.58,D,13.63,6037,4799.99,0,167.77,Northern-Irl
2013,153,852,8.0,MORTGAGE,Low,50000,1,5150,36months,debt_consolidation,Low,0,11.55,B,13.42,5200,5150.0,0,169.95,munster
2013,122,334,2.0,RENT,Low,48800,1,6000,36months,wedding,High,0,16.2,C,20.58,7135,5999.97,0,211.54,leinster
2013,61,306,10.0,MORTGAGE,Low,55000,1,20000,60months,debt_consolidation,High,1,21.7,E,25.85,11365,3190.39,3103,548.98,munster
2010,1310,944,0.5,RENT,Low,64151,1,5000,36months,moving,Low,0,11.86,B,17.9,5962,5000.0,0,165.74,leinster
2013,92,0,9.0,RENT,Low,52000,1,20000,60months,debt_consolidation,High,0,15.61,C,22.26,12534,6816.06,0,482.23,ulster
2009,1522,1826,6.0,OWN,Low,40000,1,12000,36months,debt_consolidation,Low,0,11.14,B,16.71,13312,12000.0,0,393.65,ulster
2011,853,1036,1.0,MORTGAGE,Low,55000,1,12625,36months,debt_consolidation,Low,1,7.9,A,23.63,6714,5589.72,0,395.04,munster
2013,122,0,1.0,RENT,Low,45000,1,8000,36months,credit_card,Low,0,7.9,A,17.08,7009,6055.72,0,250.33,Northern-Irl
2011,945,1492,1.0,MORTGAGE,Low,52000,1,1000,36months,other,Low,0,6.99,A,17.26,1028,1000.0,0,30.88,Northern-Irl
2013,92,0,7.0,MORTGAGE,Medium,123700,2,33000,60months,debt_consolidation,High,0,17.1,C,20.99,22191,11481.61,0,821.92,leinster
2013,92,0,3.0,RENT,Low,48000,1,6800,36months,credit_card,Low,0,6.03,A,29.7,5381,4786.68,0,206.97,cannught
2013,31,426,6.0,MORTGAGE,Low,93000,1,35000,60months,credit_card,High,0,14.98,C,24.32,39140,35000.0,0,832.29,ulster
2013,122,31,8.0,RENT,Low,45000,1,9000,36months,debt_consolidation,High,0,13.67,B,9.76,8266,6395.04,0,306.16,Northern-Irl
2010,1371,975,2.0,RENT,Low,91000,1,16000,36months,debt_consolidation,High,0,14.22,C,14.57,19741,16000.0,0,548.55,munster
2011,884,1095,10.0,MORTGAGE,Low,99518,1,6500,36months,debt_consolidation,Low,0,5.99,A,1.65,6918,6500.0,0,197.72,leinster
2009,1553,1187,1.0,RENT,Low,15000,1,5000,36months,credit_card,Low,0,7.4,A,16.16,5590,5000.0,0,155.3,Northern-Irl
2013,31,0,0.5,MORTGAGE,Medium,148000,2,8000,36months,medical,High,0,19.22,D,8.47,7353,5054.84,0,294.14,ulster
2011,762,396,4.0,RENT,Low,65000,1,24000,36months,debt_consolidation,Low,0,7.9,A,22.12,2703333153,24000.0,0,750.97,Northern-Irl
2011,762,365,6.0,RENT,Low,45000,1,3600,36months,major_purchase,High,0,16.29,D,22.05,4574034431,3600.0,0,127.09,leinster
2013,153,31,10.0,MORTGAGE,Medium,118400,2,28800,36months,credit_card,Low,0,12.35,B,17.23,3431876004,28800.0,0,961.4,cannught
2010,1188,1795,3.0,MORTGAGE,Low,32000,1,6250,36months,debt_consolidation,Low,0,11.49,B,7.35,6480,6250.0,0,206.08,leinster
2010,1402,1979,3.0,MORTGAGE,Low,50400,1,2000,36months,debt_consolidation,High,1,14.22,C,17.79,452,262.06,79,68.57,ulster
2013,31,0,5.0,MORTGAGE,Low,56000,1,14500,36months,credit_card,Low,0,6.62,A,20.57,11130,9761.25,0,445.21,cannught
2013,153,0,10.0,RENT,Low,33000,1,11100,36months,debt_consolidation,Low,0,12.35,B,23.09,10743,8607.68,0,370.54,cannught
2010,1188,822,7.0,RENT,Low,73000,1,2500,36months,major_purchase,High,0,14.35,C,7.84,3088,2500.0,0,85.87,ulster
2013,61,0,8.0,MORTGAGE,Low,99999,1,20000,36months,debt_consolidation,Low,0,12.99,B,31.22,17522,13646.0,0,673.79,Northern-Irl
2011,945,31,1.0,RENT,Low,36000,1,3000,60months,other,High,0,20.99,E,8.87,4289,2465.01,0,81.15,leinster
2013,92,0,10.0,RENT,Low,49000,1,10000,60months,debt_consolidation,High,0,16.2,C,15.92,6595,3530.66,0,244.25,ulster
2013,31,0,7.0,RENT,Low,30450,1,5000,36months,debt_consolidation,High,0,13.98,C,23.1,4100,3097.09,0,170.84,leinster
2008,2132,1736,0.5,RENT,Low,65160,1,16600,36months,debt_consolidation,High,0,14.18,E,14.62,20468,16600.0,0,568.81,ulster
2011,792,1279,10.0,MORTGAGE,Medium,110000,2,17000,36months,debt_consolidation,Low,0,6.03,A,9.47,17420,17000.0,0,517.41,Northern-Irl
2013,122,730,10.0,RENT,Medium,177000,2,21000,60months,credit_card,High,0,15.22,C,23.6,22047,21000.0,0,502.02,ulster
2013,31,0,5.0,RENT,Low,41000,1,12000,60months,debt_consolidation,High,0,23.4,E,19.78,8185,3235.32,0,341.05,leinster
2013,92,61,2.0,RENT,Low,63000,1,12000,36months,credit_card,Low,0,6.97,A,11.97,13193,12000.0,0,370.37,Northern-Irl
2013,92,0,10.0,MORTGAGE,Medium,150000,2,25000,60months,credit_card,High,0,18.55,D,16.32,17340,8492.49,0,642.34,leinster
2010,1310,1309,6.05,RENT,Low,12000,1,1000,60months,other,High,1,15.21,D,22.2,570,295.23,24,23.91,ulster
2013,92,457,10.0,RENT,Low,46300,1,20675,36months,debt_consolidation,High,1,14.3,C,20.81,17776,5187.05,9970,709.64,Northern-Irl
2013,153,0,6.05,MORTGAGE,Low,36624,1,16425,36months,debt_consolidation,High,0,17.56,D,29.19,17072,12519.64,0,590.19,leinster
2010,1310,914,5.0,MORTGAGE,Low,63834,1,17000,36months,debt_consolidation,Low,0,11.12,B,9.44,20058,17000.0,0,557.53,leinster
2010,1341,1736,7.0,MORTGAGE,Medium,104000,2,20000,60months,small_business,Low,0,7.88,A,6.23,14198,13375.0,0,270.43,cannught
2013,61,0,10.0,RENT,Low,30000,1,9750,36months,debt_consolidation,High,0,13.67,B,25.88,8305,6339.21,0,331.68,cannught
2013,61,0,10.0,MORTGAGE,Medium,165000,2,1000,36months,major_purchase,Low,0,8.9,A,14.24,794,665.96,0,31.76,Northern-Irl
2013,92,245,10.0,MORTGAGE,Medium,129000,2,35000,60months,debt_consolidation,High,0,20.2,D,16.42,45300000000,35000.0,0,931.19,leinster
2013,92,0,6.0,RENT,Low,45000,1,5000,36months,moving,High,0,16.2,C,21.39,4760,3515.48,0,176.28,Northern-Irl
2013,153,31,9.0,MORTGAGE,Low,51000,1,15000,60months,debt_consolidation,High,0,14.33,C,14.61,9844,5694.22,0,351.6,cannught
2011,945,0,9.0,MORTGAGE,Low,55000,1,15000,60months,credit_card,Low,0,11.49,B,8.09,11368,8357.91,0,211.64,leinster
2013,122,699,8.0,RENT,Low,93000,1,30000,36months,debt_consolidation,High,1,13.68,C,28.72,3541,1891.74,0,1020.68,ulster
2011,1065,1309,10.0,RENT,Low,50000,1,13000,60months,vacation,Low,0,10.37,B,11.74,14613,13000.0,0,278.59,Northern-Irl
2010,1127,275,4.0,RENT,Low,43160,1,10000,60months,wedding,High,0,13.35,C,1.89,1347781596,10000.0,0,229.33,Northern-Irl
2013,61,0,10.0,RENT,Low,40000,1,14100,36months,debt_consolidation,High,0,14.3,C,9.18,12581,9561.54,0,483.97,leinster
2013,122,671,8.0,RENT,Low,30000,1,4450,36months,credit_card,High,1,22.2,E,18.24,1581,552.95,560,170.41,Northern-Irl
2013,92,0,1.0,MORTGAGE,Low,80000,1,21000,60months,debt_consolidation,Low,0,9.25,A,20.91,11400,7929.38,0,438.48,Northern-Irl
2013,122,640,6.05,OWN,Low,37280,1,16100,36months,credit_card,Low,0,8.9,A,22.89,1687352874,16100.0,0,511.23,cannught
2010,1157,761,0.5,RENT,Low,47700,1,5600,36months,major_purchase,Low,0,9.99,B,11.22,6502,5600.0,0,180.67,leinster
2013,92,275,2.0,RENT,Low,82700,1,15000,36months,debt_consolidation,High,0,16.2,C,10.95,1795381594,15000.0,0,528.84,Northern-Irl
2010,1310,396,3.0,RENT,Low,51000,1,7800,60months,other,High,0,17.56,E,12.05,11700000000,7800.0,0,196.21,cannught
2013,31,0,4.0,MORTGAGE,Low,40000,1,10000,36months,credit_card,High,0,13.53,B,17.13,8487,6506.24,0,339.5,cannught
2011,915,883,0.5,MORTGAGE,Medium,120000,2,4925,36months,debt_consolidation,Low,1,10.99,B,19.32,5695,3089.31,1826,161.22,ulster
2013,31,518,10.0,MORTGAGE,Low,52500,1,4325,36months,credit_card,High,1,14.47,C,27.7,1692,806.67,501,148.81,munster
2013,153,31,10.0,RENT,Low,60000,1,20000,36months,credit_card,Low,0,11.55,B,21.76,18479,14940.71,0,660.0,cannught
2009,1583,1187,0.5,MORTGAGE,Low,60000,1,8000,36months,home_improvement,High,0,15.65,D,16.72,10072,8000.0,0,279.89,cannught
2013,122,0,5.0,RENT,Low,60000,1,8000,36months,credit_card,High,0,15.88,C,14.74,7877,5881.45,0,280.79,ulster
2013,31,0,10.0,MORTGAGE,Low,100000,1,8000,36months,credit_card,Low,0,6.03,A,10.94,5843,5170.01,0,243.49,leinster
2013,31,671,3.0,RENT,Low,43000,1,19075,36months,debt_consolidation,High,1,18.25,D,34.47,3976,809.27,2594,692.01,cannught
2008,2132,1736,10.0,RENT,Low,50100,1,6600,36months,other,Low,0,8.0,A,12.86,7444,6600.0,0,206.83,Northern-Irl
2010,1157,761,2.0,RENT,Low,19680,1,7750,36months,credit_card,High,0,14.83,D,13.41,9643,7750.0,0,268.02,cannught
2011,945,883,9.0,MORTGAGE,Low,71102,1,34475,60months,debt_consolidation,High,0,19.69,E,24.61,36043,26400.0,0,694.9,leinster
2013,61,31,3.0,RENT,Low,40000,1,16000,36months,debt_consolidation,Low,0,9.67,B,13.87,12850,10616.07,0,513.8,ulster
2009,1553,1187,5.0,RENT,Low,50000,1,5000,36months,debt_consolidation,Low,0,11.14,B,13.51,5905,5000.0,0,164.02,Northern-Irl
2013,31,31,6.0,MORTGAGE,Low,99973,1,12000,36months,credit_card,Low,0,7.62,A,18.64,8973,7691.3,0,373.94,ulster
2013,31,518,10.0,OWN,Low,75000,1,15000,36months,debt_consolidation,Low,0,12.85,B,14.56,16200000000,15000.0,0,504.33,cannught
2013,31,31,10.0,MORTGAGE,Low,59000,1,6000,36months,credit_card,Low,0,9.67,B,22.74,4623,3804.09,0,192.68,munster
2013,31,245,3.0,MORTGAGE,Low,41600,1,12375,36months,credit_card,Low,0,8.9,A,25.56,1366243392,12375.0,0,392.95,munster
2013,61,396,0.5,RENT,Low,54800,1,6125,36months,debt_consolidation,Low,0,7.9,A,17.98,6529834616,6125.0,0,191.66,Northern-Irl
2013,153,31,10.0,MORTGAGE,Medium,102000,2,10000,36months,home_improvement,High,0,15.22,C,17.47,9734,7368.95,0,347.74,ulster
2010,1402,1675,0.5,MORTGAGE,Low,16000,1,6000,36months,debt_consolidation,Low,0,7.14,A,7.65,6439,6000.0,0,185.64,cannught
2013,31,0,10.0,RENT,Low,55000,1,19000,36months,debt_consolidation,High,0,16.24,C,17.91,16085,11621.67,0,670.24,cannught
2009,1583,1217,2.0,MORTGAGE,Low,62000,1,5000,36months,debt_consolidation,High,0,13.57,C,17.79,6110,5000.0,0,169.85,cannught
2013,92,0,10.0,RENT,Low,60000,1,21200,60months,debt_consolidation,High,0,17.1,C,19.21,14256,7376.03,0,528.02,cannught
2013,122,0,6.0,RENT,Low,15000,1,4450,36months,debt_consolidation,Low,0,10.64,B,16.32,4057,3334.57,0,144.93,cannught
2010,1188,822,10.0,MORTGAGE,Low,69996,1,3000,36months,other,Low,0,6.39,A,9.67,3305,3000.0,0,91.8,Northern-Irl
2013,92,457,6.0,RENT,Low,49882,1,22250,60months,debt_consolidation,High,0,15.61,C,20.24,2549957376,22250.0,0,536.48,ulster
2013,122,822,6.0,RENT,Low,40000,1,7200,36months,debt_consolidation,High,0,14.33,C,23.1,7286,7200.0,0,247.24,Northern-Irl
2010,1310,1156,4.0,RENT,Low,58595,1,20000,60months,other,High,0,13.98,C,4.67,17290,14000.0,0,325.62,Northern-Irl
2013,31,730,10.0,RENT,Low,48475,1,7925,36months,debt_consolidation,High,0,13.98,C,3.57,8017,7925.0,0,270.79,leinster
2013,61,518,6.0,RENT,Low,29232,1,10050,36months,debt_consolidation,High,0,15.61,C,27.59,1111978335,10050.0,0,351.4,munster
2010,1310,975,10.0,RENT,Low,30000,1,1500,36months,other,Low,1,11.49,B,1.32,1677,1398.64,0,49.46,ulster
2013,92,122,5.0,MORTGAGE,Low,75000,1,21000,60months,credit_card,Low,0,11.99,B,13.81,2513528225,21000.0,0,467.03,leinster
2013,122,31,0.5,MORTGAGE,Low,80000,1,19000,36months,debt_consolidation,Low,0,11.99,B,15.0,17036,13594.63,0,630.99,ulster
2013,31,730,10.0,RENT,Medium,119100,2,12000,36months,debt_consolidation,Low,0,11.99,B,2.59,12120,12000.0,0,398.52,cannught
2011,945,822,0.5,MORTGAGE,Low,37200,1,6600,36months,debt_consolidation,High,0,13.49,C,15.71,7948,6600.0,0,223.95,ulster
2013,31,0,10.0,RENT,Low,58000,1,9500,36months,credit_card,Low,0,11.99,B,10.86,7887,6229.12,0,315.5,ulster
2013,92,0,0.5,RENT,Low,78000,1,10000,36months,credit_card,High,0,14.3,C,24.32,9267,7087.31,0,343.24,Northern-Irl
2011,1006,1064,0.5,MORTGAGE,Low,80000,1,19000,36months,wedding,High,1,20.48,G,13.46,15460,9646.88,535,710.77,cannught
2013,92,61,10.0,MORTGAGE,Low,50000,1,19000,36months,debt_consolidation,Low,0,7.62,A,17.64,2108353001,19000.0,0,592.07,leinster
2013,122,214,9.0,RENT,Low,56000,1,7200,36months,debt_consolidation,High,0,18.85,D,17.59,8929394869,7200.0,0,263.38,cannught
2011,1006,640,0.5,MORTGAGE,Medium,105600,2,10000,36months,debt_consolidation,Low,0,7.29,A,3.85,1116137896,10000.0,0,310.1,ulster
2011,976,761,9.0,RENT,Low,25000,1,7000,60months,debt_consolidation,High,0,15.23,C,9.02,9168,7000.0,0,167.38,Northern-Irl
2010,1280,1401,3.0,MORTGAGE,Low,55000,1,10000,60months,major_purchase,Low,0,10.75,B,1.11,11498,10000.0,0,216.18,leinster
2010,1280,1583,1.0,MORTGAGE,Low,40000,1,6000,60months,debt_consolidation,High,0,16.82,E,10.02,7085,6000.0,0,148.54,cannught
2013,122,0,9.0,RENT,Low,95000,1,1000,36months,other,High,0,18.85,D,10.13,1024,727.02,0,36.59,leinster
2009,1583,1857,5.0,RENT,Low,45600,1,10000,36months,debt_consolidation,High,0,14.61,D,22.03,11444,10000.0,0,344.76,munster
2010,1249,852,1.0,RENT,Low,36000,1,6000,36months,other,High,0,16.82,E,19.17,7690,6000.0,0,213.38,Northern-Irl
2013,122,0,10.0,RENT,Low,65000,1,18000,36months,debt_consolidation,Low,0,9.99,B,7.22,16253,13517.8,0,580.73,ulster
2011,792,579,3.0,OWN,Low,13200,1,4950,36months,debt_consolidation,Low,0,7.9,A,15.36,5560000000,4950.0,0,154.89,munster
2013,31,487,9.0,RENT,Low,77776,1,24875,36months,credit_card,Low,0,7.62,A,20.33,2602750997,24875.0,0,775.14,cannught
2011,823,579,5.0,RENT,High,206000,3,15000,60months,debt_consolidation,High,0,20.3,E,8.62,21600000000,15000.0,0,399.92,Northern-Irl
2013,122,0,5.0,MORTGAGE,Low,48000,1,21250,60months,debt_consolidation,High,0,15.22,C,25.6,14224,7957.04,0,508.0,cannught
2013,31,0,10.0,MORTGAGE,Medium,106290,2,32500,60months,debt_consolidation,High,0,14.98,C,27.66,19320,10693.88,0,772.84,leinster
2013,31,0,10.0,RENT,Low,75000,1,5400,36months,medical,High,0,13.53,B,11.69,4581,3512.1,0,183.33,munster
2013,122,0,5.0,MORTGAGE,Medium,108000,2,12000,60months,credit_card,High,0,21.6,E,15.78,9204,4057.1,0,328.71,ulster
2013,153,640,10.0,MORTGAGE,Low,70000,1,14400,36months,house,Low,0,6.03,A,7.81,14927,14400.0,0,438.28,leinster
2011,884,1217,8.0,MORTGAGE,Low,56000,1,6000,36months,other,Low,0,10.99,B,17.06,6607,6000.0,0,196.41,leinster
2013,92,0,6.0,MORTGAGE,Medium,120000,2,30000,36months,credit_card,High,0,18.55,D,14.6,29506,20882.43,0,1092.87,leinster
2013,92,487,0.5,MORTGAGE,Low,40000,1,6500,36months,debt_consolidation,Low,0,12.99,B,21.99,7182319526,6500.0,0,218.98,leinster
2009,1492,1126,7.0,MORTGAGE,Medium,105000,2,25000,36months,debt_consolidation,High,0,16.0,D,10.8,31621,25000.0,0,878.94,Northern-Irl
2011,1006,0,3.0,MORTGAGE,Low,100000,1,4500,60months,major_purchase,Low,0,13.06,C,12.59,5709,4080.32,0,102.53,leinster
2011,823,426,0.5,RENT,Low,25000,1,7000,36months,moving,Low,0,8.9,A,16.9,80100000000,7000.0,0,222.28,Northern-Irl
2013,31,0,10.0,MORTGAGE,Medium,110000,2,25000,36months,debt_consolidation,High,0,13.67,B,20.13,21261,16253.94,0,850.44,leinster
2013,122,31,10.0,MORTGAGE,Low,70000,1,25000,36months,home_improvement,Low,0,8.6,A,7.48,21339,18135.28,0,790.35,leinster
2011,823,1340,8.0,MORTGAGE,Low,40000,1,8000,36months,debt_consolidation,Low,1,6.62,A,21.51,1716,1431.12,0,245.63,cannught
2010,1127,1767,10.0,MORTGAGE,Low,60000,1,7800,36months,debt_consolidation,Low,0,9.99,B,11.06,7990,7800.0,0,251.65,ulster
2011,792,1187,9.0,OWN,Low,100000,1,10000,60months,other,Low,1,10.65,B,2.75,2861,1444.75,513,215.69,Northern-Irl
